,Unnamed: 0,parent_id,phecode,node_id,phenotype,phecode_exclude_range,sex,rollup,leaf,category_number,category
282,282,-1,274.2,282,Crystal arthropathies,274-274.99,Both,1,0,3,endocrine/metabolic
283,283,282,274.21,283,Chondrocalcinosis,274-274.99,Both,1,1,3,endocrine/metabolic
284,284,-1,275,284,Disorders of mineral metabolism,275-275.99,,1,0,3,endocrine/metabolic
285,285,284,275.1,285,Disorders of iron metabolism,275-275.99,,1,0,4,hematopoietic
286,286,284,275.2,286,Disorders of copper metabolism,275-275.99,,1,1,3,endocrine/metabolic
287,287,284,275.3,287,Disorders of magnesium metabolism,275-275.99,,1,1,3,endocrine/metabolic
288,288,284,275.5,288,Disorders of calcium/phosphorus metabolism,275-275.99,,1,0,3,endocrine/metabolic
289,289,288,275.53,289,Disorders of phosphorus metabolism,275-275.99,Both,1,1,3,endocrine/metabolic
290,290,-1,276.1,290,Electrolyte imbalance,276-276.99,Both,1,0,3,endocrine/metabolic
291,291,290,276.11,291,Hyperosmolality and/or hypernatremia,276-276.99,Both,1,1,3,endocrine/metabolic
292,292,290,276.12,292,Hyposmolality and/or hyponatremia,276-276.99,Both,1,1,3,endocrine/metabolic
293,293,290,276.13,293,Hyperpotassemia,276-276.99,Both,1,1,3,endocrine/metabolic
294,294,290,276.14,294,Hypopotassemia,276-276.99,Both,1,1,3,endocrine/metabolic
295,295,-1,276.4,295,Acid-base balance disorder,276-276.99,Both,0,0,3,endocrine/metabolic
296,296,295,276.41,296,Acidosis,276-276.99,Both,1,1,3,endocrine/metabolic
297,297,295,276.42,297,Alkalosis,276-276.99,Both,1,1,3,endocrine/metabolic
298,298,-1,276.5,298,Hypovolemia,276-276.99,Both,1,1,3,endocrine/metabolic
299,299,-1,276.6,299,Fluid overload,276-276.99,Both,1,1,3,endocrine/metabolic
300,300,-1,276.8,300,Polydipsia,276-276.99,Both,0,1,3,endocrine/metabolic
301,301,-1,277,301,Other disorders of metabolism,277-277.99,,1,0,3,endocrine/metabolic
302,302,301,277.1,302,Disorders of porphyrin metabolism,277-277.99,Both,1,1,3,endocrine/metabolic
303,303,301,277.2,303,Other disorders of purine and pyrimidine metabolism,277-277.99,Both,1,1,3,endocrine/metabolic
304,304,301,277.4,304,Disorders of bilirubin excretion,277-277.99,,0,1,3,endocrine/metabolic
305,305,301,277.5,305,Other disorders of lipoid metabolism,277-277.99,,0,0,3,endocrine/metabolic
306,306,305,277.51,306,Lipoprotein disorders,277-277.99,Both,1,1,3,endocrine/metabolic
307,307,-1,278,307,"Overweight, obesity and other hyperalimentation",278-278.99,Both,1,0,3,endocrine/metabolic
308,308,307,278.1,308,Obesity,278-278.99,Both,1,0,3,endocrine/metabolic
309,309,307,278.3,309,Localized adiposity,278-278.99,Both,1,1,3,endocrine/metabolic
310,310,307,278.4,310,Abnormal weight gain,278-278.99,Both,1,1,3,endocrine/metabolic
311,311,-1,279,311,Disorders involving the immune mechanism,279-279.99,,1,0,3,endocrine/metabolic
312,312,311,279.1,312,Immunity deficiency,279-279.99,Both,1,0,3,endocrine/metabolic
313,313,312,279.11,313,Deficiency of humoral immunity,279-279.99,Both,1,1,3,endocrine/metabolic
314,314,311,279.7,314,Other immunological findings,279-279.99,Both,0,1,3,endocrine/metabolic
315,315,311,279.8,315,Other specified disorders involving the immune mechanism,279-279.99,Both,1,1,3,endocrine/metabolic
316,316,-1,280.1,316,"Iron deficiency anemias, unspecified or not due to blood loss",280-285.99,Both,1,1,4,hematopoietic
317,317,-1,280.2,317,Iron deficiency anemia secondary to blood loss (chronic),280-285.99,Both,1,1,4,hematopoietic
318,318,-1,281,318,Other deficiency anemia,280-285.99,,1,0,4,hematopoietic
319,319,318,281.1,319,Megaloblastic anemia,280-285.99,,1,0,4,hematopoietic
320,320,319,281.11,320,Pernicious anemia,280-285.99,Both,1,1,4,hematopoietic
321,321,319,281.12,321,Other vitamin B12 deficiency anemia,280-285.99,Both,1,1,4,hematopoietic
322,322,319,281.13,322,Folate-deficiency anemia,280-285.99,Both,1,1,4,hematopoietic
323,323,318,281.9,323,Deficiency anemias,280-285.99,Both,1,1,4,hematopoietic
324,324,-1,282.5,324,Sickle cell anemia,280-285.99,,1,1,4,hematopoietic
325,325,-1,282.8,325,Other hemoglobinopathies,280-285.99,Both,1,1,4,hematopoietic
326,326,-1,282.9,326,Other hereditary hemolytic anemias,280-285.99,Both,1,1,4,hematopoietic
327,327,-1,283,327,Acquired hemolytic anemias,280-285.99,,1,0,4,hematopoietic
328,328,327,283.1,328,Autoimmune hemolytic anemias,280-285.99,,1,1,4,hematopoietic
329,329,327,283.2,329,Non-autoimmune hemolytic anemias,280-285.99,Both,1,0,4,hematopoietic
330,330,329,283.21,330,Hemolytic-uremic syndrome,280-285.99,Both,1,1,4,hematopoietic
331,331,-1,284,331,Aplastic anemia,280-285.99,,1,0,4,hematopoietic
332,332,331,284.2,332,Constitutional aplastic anemia,280-285.99,Both,1,1,4,hematopoietic
333,333,-1,285,333,Other anemias,280-285.99,,1,0,4,hematopoietic
334,334,333,285.1,334,Acute posthemorrhagic anemia,280-285.99,Both,1,1,4,hematopoietic
335,335,333,285.2,335,Anemia of chronic disease,280-285.99,Both,1,0,4,hematopoietic
336,336,335,285.22,336,Anemia in neoplastic disease,280-285.99,Both,1,1,4,hematopoietic
337,337,333,285.3,337,Sideroblastic anemia,280-285.99,Both,1,1,4,hematopoietic
338,338,333,285.8,338,Hemoglobinuria,280-285.99,Both,0,1,4,hematopoietic
339,339,-1,286.1,339,Congenital coagulation defects,286-287.99,Both,1,0,4,hematopoietic
340,340,339,286.11,340,Von willebrand's disease,286-287.99,Both,1,1,4,hematopoietic
341,341,339,286.12,341,Congenital deficiency of other clotting factors (including factor VII),286-287.99,Both,1,1,4,hematopoietic
342,342,339,286.13,342,Congenital factor VIII disorder,286-287.99,Both,1,1,4,hematopoietic
343,343,-1,286.3,343,Coagulation defects complicating pregnancy or postpartum,286-287.99,Female,0,1,4,hematopoietic
344,344,-1,286.4,344,Acquired coagulation factor deficiency,286-287.99,Both,1,1,4,hematopoietic
345,345,-1,286.5,345,Hemorrhagic disorder due to intrinsic circulating anticoagulants,286-287.99,Both,1,1,4,hematopoietic
346,346,-1,286.6,346,Defibrination syndrome,286-287.99,Both,1,1,4,hematopoietic
347,347,-1,286.7,347,Other and unspecified coagulation defects,286-287.99,Both,1,1,4,hematopoietic
348,348,-1,287,348,Purpura and other hemorrhagic conditions,286-287.99,,1,0,4,hematopoietic
349,349,348,287.1,349,Spontaneous ecchymoses,286-287.99,Both,0,1,4,hematopoietic
350,350,348,287.2,350,Allergic purpura,286-287.99,Both,1,1,4,hematopoietic
351,351,348,287.3,351,Thrombocytopenia,286-287.99,Both,1,0,4,hematopoietic
352,352,351,287.31,352,Primary thrombocytopenia,286-287.99,Both,1,1,4,hematopoietic
353,353,351,287.32,353,Secondary thrombocytopenia,286-287.99,Both,1,1,4,hematopoietic
354,354,348,287.4,354,Qualitative platelet defects,286-287.99,Both,1,1,4,hematopoietic
355,355,-1,288,355,Diseases of white blood cells,288-289.99,Both,1,0,4,hematopoietic
356,356,-1,288.11,356,Neutropenia,288-289.99,Both,1,1,4,hematopoietic
357,357,355,288.3,357,Eosinophilia,288-289.99,Both,1,1,4,hematopoietic
358,358,-1,289,358,Other diseases of blood and blood-forming organs,288-289.99,,1,0,4,hematopoietic
359,359,358,289.3,359,Personal history of diseases of blood and blood-forming organs,288-289.99,Both,1,1,4,hematopoietic
360,360,358,289.4,360,Lymphadenitis,288-289.99,Both,0,1,4,hematopoietic
361,361,358,289.5,361,Diseases of spleen,288-289.99,Both,0,1,4,hematopoietic
362,362,358,289.8,362,"Polycythemia, secondary","288-289.99, 200-200.99",Both,0,1,4,hematopoietic
363,363,358,289.9,363,Abnormality of red blood cells,288-289.99,Both,1,1,4,hematopoietic
364,364,-1,290,364,Delirium dementia and amnestic and other cognitive disorders,290-292.99,,1,0,5,mental disorders
365,365,364,290.1,365,Dementias,290-292.99,Both,1,0,5,mental disorders
366,366,365,290.11,366,Alzheimer's disease,290-292.99,Both,1,1,5,mental disorders
367,367,365,290.12,367,Dementia with cerebral degenerations,290-292.99,Both,1,1,5,mental disorders
368,368,365,290.16,368,Vascular dementia,290-292.99,Both,1,1,5,mental disorders
369,369,364,290.2,369,Delirium due to conditions classified elsewhere,290-292.99,Both,1,1,5,mental disorders
370,370,364,290.3,370,Other persistent mental disorders due to conditions classified elsewhere,290-292.99,Both,0,1,5,mental disorders
371,371,-1,291.1,371,Transient mental disorders due to conditions classified elsewhere,290-292.99,Both,1,1,5,mental disorders
372,372,-1,291.4,372,Specific nonpsychotic mental disorders due to brain damage,290-292.99,Both,1,1,5,mental disorders
373,373,-1,291.8,373,Alteration of consciousness,290-292.99,Both,1,1,5,mental disorders
374,374,-1,292,374,Neurological disorders,290-292.99,Both,1,0,5,mental disorders
375,375,374,292.1,375,Aphasia/speech disturbance,290-292.99,Both,1,0,5,mental disorders
376,376,375,292.12,376,Symbolic dysfunction,290-292.99,Both,1,1,5,mental disorders
377,377,374,292.2,377,Mild cognitive impairment,290-292.99,Both,1,1,5,mental disorders
378,378,374,292.3,378,Memory loss,290-292.99,Both,1,1,5,mental disorders
379,379,374,292.4,379,Altered mental status,290-292.99,Both,1,1,5,mental disorders
380,380,374,292.6,380,Hallucinations,290-292.99,Both,1,1,5,mental disorders
381,381,-1,293,381,Symptoms involving head and neck,293-293.99,,1,1,5,mental disorders
382,382,381,293.1,382,"Swelling, mass, or lump in head and neck [Space-occupying lesion, intracranial NOS]",293-293.99,Both,0,1,5,mental disorders
383,383,-1,295,383,Schizophrenia and other psychotic disorders,295-306.99,,1,0,5,mental disorders
384,384,383,295.1,384,Schizophrenia,295-306.99,Both,1,1,5,mental disorders
385,385,383,295.2,385,Paranoid disorders,295-306.99,Both,1,1,5,mental disorders
386,386,383,295.3,386,Psychosis,295-306.99,Both,1,1,5,mental disorders
387,387,-1,296,387,Mood disorders,295-306.99,,1,0,5,mental disorders
388,388,387,296.1,388,Bipolar,295-306.99,,1,1,5,mental disorders
389,389,-1,296.22,389,Major depressive disorder,295-306.99,Both,1,1,5,mental disorders
390,390,-1,297,390,Suicidal ideation or attempt,295-306.99,,1,0,5,mental disorders
391,391,390,297.2,391,Suicide or self-inflicted injury,295-306.99,Both,1,1,5,mental disorders
392,392,-1,300,392,Anxiety disorders,295-306.99,Both,1,0,5,mental disorders
393,393,392,300.1,393,Anxiety disorder,295-306.99,Both,1,0,5,mental disorders
394,394,393,300.11,394,Generalized anxiety disorder,295-306.99,Both,1,1,5,mental disorders
395,395,393,300.12,395,"Agorophobia, social phobia, and panic disorder",295-306.99,Both,1,1,5,mental disorders
396,396,393,300.13,396,Phobia,295-306.99,Both,1,1,5,mental disorders
397,397,392,300.3,397,Obsessive-compulsive disorders,295-306.99,Both,1,1,5,mental disorders
398,398,392,300.4,398,Dysthymic disorder,295-306.99,Both,1,1,5,mental disorders
399,399,392,300.8,399,Acute reaction to stress,295-306.99,Both,1,1,5,mental disorders
400,400,392,300.9,400,Posttraumatic stress disorder,295-306.99,Both,1,1,5,mental disorders
401,401,-1,301,401,Personality disorders,295-306.99,,1,0,5,mental disorders
402,402,401,301.1,402,Schizoid personality disorder,295-306.99,Both,1,1,5,mental disorders
403,403,401,301.2,403,Antisocial/borderline personality disorder,295-306.99,Both,1,1,5,mental disorders
404,404,-1,302,404,Sexual and gender identity disorders,295-306.99,,1,0,5,mental disorders
405,405,404,302.1,405,Decreased libido,295-306.99,,1,1,5,mental disorders
406,406,-1,303,406,Psychogenic and somatoform disorders,295-306.99,Both,1,0,5,mental disorders
407,407,406,303.1,407,Dissociative disorder,295-306.99,Both,0,1,5,mental disorders
408,408,406,303.3,408,Psychogenic disorder,295-306.99,Both,1,0,5,mental disorders
409,409,406,303.4,409,Somatoform disorder,295-306.99,Both,1,1,5,mental disorders
410,410,-1,304,410,Adjustment reaction,295-306.99,Both,1,1,5,mental disorders
411,411,-1,305.2,411,Eating disorder,295-306.99,Both,0,0,5,mental disorders
412,412,411,305.21,412,Anorexia nervosa,295-306.99,Both,1,1,5,mental disorders
413,413,-1,306,413,Other mental disorder,295-306.99,Both,1,0,5,mental disorders
414,414,413,306.9,414,Tension headache,295-306.99,Both,1,1,5,mental disorders
415,415,-1,312,415,Conduct disorders,312-315.99,,1,0,5,mental disorders
416,416,415,312.3,416,Impulse control disorder,312-315.99,Both,1,1,5,mental disorders
417,417,-1,313,417,Pervasive developmental disorders,312-315.99,,1,0,5,mental disorders
418,418,417,313.2,418,Tics and stuttering,312-315.99,Both,1,1,5,mental disorders
419,419,417,313.3,419,Autism,312-315.99,Both,1,1,5,mental disorders
420,420,-1,315,420,Develomental delays and disorders,312-315.99,Both,1,0,5,mental disorders
421,421,420,315.1,421,Learning disorder,312-315.99,Both,0,1,5,mental disorders
422,422,420,315.2,422,Speech and language disorder,312-315.99,Both,1,1,5,mental disorders
423,423,420,315.3,423,Mental retardation,312-315.99,Both,1,1,5,mental disorders
424,424,-1,316,424,Substance addiction and disorders,316-319.99,,1,0,5,mental disorders
425,425,424,316.1,425,Polyneuropathy due to drugs,316-319.99,Both,1,1,5,mental disorders
426,426,-1,317,426,Alcohol-related disorders,316-319.99,,1,0,5,mental disorders
427,427,426,317.1,427,Alcoholism,316-319.99,Both,1,0,5,mental disorders
428,428,427,317.11,428,Alcoholic liver damage,316-319.99,Both,1,1,5,mental disorders
429,429,-1,318,429,Tobacco use disorder,316-319.99,Both,1,1,5,mental disorders
430,430,-1,320,430,Meningitis,320-326.9,,1,1,6,neurological
431,431,-1,323,431,Encephalitis,320-326.9,,1,0,6,neurological
432,432,431,323.2,432,Acute (transverse) myelitis,320-326.9,Both,1,1,6,neurological
433,433,-1,324,433,Other CNS infection and poliomyelitis,320-326.9,,1,0,6,neurological
434,434,433,324.1,434,Jakob-Creutzfeldt disease,320-326.9,Both,1,1,6,neurological
435,435,-1,325,435,Phlebitis and thrombophlebitis of intracranial venous sinuses,320-326.9,,1,1,6,neurological
436,436,-1,327,436,Sleep disorders,327-328.99,Both,1,0,6,neurological
437,437,436,327.1,437,Hypersomnia,327-328.99,Both,1,1,6,neurological
438,438,436,327.3,438,Sleep apnea,327-328.99,Both,0,0,6,neurological
439,439,436,327.4,439,Insomnia,327-328.99,Both,1,0,6,neurological
440,440,439,327.41,440,Organic or persistent insomnia,327-328.99,Both,1,1,6,neurological
441,441,436,327.5,441,Parasomnia,327-328.99,Both,1,1,6,neurological
442,442,436,327.6,442,Circadian rhythm sleep disorder,327-328.99,Both,1,1,6,neurological
443,443,-1,331,443,Other cerebral degenerations,"330-337.99, 341-349.99",,1,0,6,neurological
444,444,443,331.1,444,Hydrocephalus,"330-337.99, 341-349.99",Both,1,1,6,neurological
445,445,443,331.9,445,"Cerebral degeneration, unspecified","330-337.99, 341-349.99",Both,1,1,6,neurological
446,446,-1,332,446,Parkinson's disease,"330-337.99, 341-349.99",,1,1,6,neurological
447,447,-1,333,447,Extrapyramidal disease and abnormal movement disorders,"330-337.99, 341-349.99",Both,1,0,6,neurological
448,448,447,333.1,448,Essential tremor,"330-337.99, 341-349.99",Both,1,1,6,neurological
449,449,447,333.2,449,Myoclonus,"330-337.99, 341-349.99",Both,1,1,6,neurological
450,450,447,333.3,450,Tics and choreas,"330-337.99, 341-349.99",Both,1,1,6,neurological
451,451,447,333.4,451,Torsion dystonia,"330-337.99, 341-349.99",Both,1,1,6,neurological
452,452,447,333.8,452,Other degenerative diseases of the basal ganglia,"330-337.99, 341-349.99",Both,1,1,6,neurological
453,453,-1,334,453,Degenerative disease of the spinal cord,"330-337.99, 341-349.99",,1,0,6,neurological
454,454,453,334.1,454,Spinocerebellar disease,"330-337.99, 341-349.99",Both,1,1,6,neurological
455,455,453,334.2,455,Anterior horn cell disease,"330-337.99, 341-349.99",Both,1,0,6,neurological
456,456,-1,335,456,Multiple sclerosis,"330-337.99, 341-349.99",,1,1,6,neurological
457,457,-1,337,457,Disorders of the autonomic nervous system,"330-337.99, 341-349.99",,1,0,6,neurological
458,458,457,337.1,458,Peripheral autonomic neuropathy,"330-337.99, 341-349.99",Both,1,1,6,neurological
459,459,-1,338.1,459,Acute pain,338-338.9,Both,1,1,6,neurological
460,460,-1,338.2,460,Chronic pain,338-338.9,Both,1,1,6,neurological
461,461,-1,339,461,Other headache syndromes,339-340.99,,1,1,6,neurological
462,462,-1,340,462,Migraine,339-340.99,,1,0,6,neurological
463,463,462,340.1,463,Migrain with aura,339-340.99,Both,1,1,6,neurological
464,464,-1,341,464,Other demyelinating diseases of central nervous system,"330-337.99, 341-349.99",,1,1,6,neurological
465,465,-1,342,465,Hemiplegia,"330-337.99, 341-349.99",,1,1,6,neurological
466,466,-1,343,466,Infantile cerebral palsy,"330-337.99, 341-349.99",,1,1,6,neurological
467,467,-1,344,467,Other paralytic syndromes,"330-337.99, 341-349.99",,1,1,6,neurological
468,468,-1,345,468,"Epilepsy, recurrent seizures, convulsions","330-337.99, 341-349.99",,1,0,6,neurological
469,469,468,345.1,469,Epilepsy,"330-337.99, 341-349.99",Both,1,0,6,neurological
470,470,469,345.11,470,Generalized convulsive epilepsy,"330-337.99, 341-349.99",Both,1,1,6,neurological
471,471,469,345.12,471,Partial epilepsy,"330-337.99, 341-349.99",Both,1,1,6,neurological
472,472,468,345.3,472,Convulsions,"330-337.99, 341-349.99",Both,1,1,6,neurological
473,473,-1,346,473,Abnormal findings on study of brain and/or nervous system,"330-337.99, 341-349.99",,1,0,6,neurological
474,474,473,346.1,474,Nonspecific abnormal findings on radiological and other examination of skull and head,"330-337.99, 341-349.99",Both,0,1,6,neurological
475,475,473,346.2,475,Nonspecific abnormal results of function study of brain and central nervous system,"330-337.99, 341-349.99",Both,1,1,6,neurological
476,476,473,346.3,476,Nonspecific abnormal findings in cerebrospinal fluid,"330-337.99, 341-349.99",Both,0,1,6,neurological
477,477,-1,347,477,Cataplexy and narcolepsy,"330-337.99, 341-349.99",,1,1,6,neurological
478,478,-1,348,478,Other conditions of brain,"330-337.99, 341-349.99",Both,1,0,6,neurological
479,479,478,348.2,479,Cerebral edema and compression of brain,"330-337.99, 341-349.99",Both,1,1,6,neurological
480,480,478,348.4,480,Cerebral cysts,"330-337.99, 341-349.99",Both,1,1,6,neurological
481,481,478,348.7,481,Coma,"330-337.99, 341-349.99",Both,0,1,6,neurological
482,482,478,348.8,482,"Encephalopathy, not elsewhere classified","330-337.99, 341-349.99",Both,1,1,6,neurological
483,483,478,348.9,483,"Other conditions of brain, NOS","330-337.99, 341-349.99",Both,0,1,6,neurological
484,484,-1,349,484,Other and unspecified disorders of the nervous system,"330-337.99, 341-349.99",,1,1,6,neurological
485,485,-1,350.1,485,Abnormal involuntary movements,350-350.99,Both,1,1,6,neurological
486,486,-1,350.2,486,Abnormality of gait,350-350.99,Both,1,1,6,neurological
487,487,-1,350.3,487,Lack of coordination,350-350.99,Both,1,1,6,neurological
488,488,-1,350.5,488,Abnormal reflex,350-350.99,Both,1,1,6,neurological
489,489,-1,350.6,489,Disturbances of sensation of smell and taste,350-350.99,Both,0,1,6,neurological
490,490,-1,351,490,Other peripheral nerve disorders,351-355.99,,1,1,6,neurological
491,491,-1,352,491,Disorders of other cranial nerves,351-355.99,,1,0,6,neurological
492,492,491,352.1,492,Trigeminal nerve disorders [CN5],351-355.99,Both,1,1,6,neurological
493,493,491,352.2,493,Facial nerve disorders [CN7],351-355.99,Both,1,1,6,neurological
494,494,-1,353,494,Nerve root and plexus disorders,351-355.99,,1,0,6,neurological
495,495,494,353.1,495,Nerve plexus lesions,351-355.99,Both,1,1,6,neurological
496,496,494,353.2,496,Nerve root lesions,351-355.99,Both,1,1,6,neurological
497,497,-1,355,497,Complex regional/central pain syndrome,351-355.99,Both,1,1,6,neurological
498,498,-1,356,498,Hereditary and idiopathic peripheral neuropathy,356-359.99,,1,1,6,neurological
499,499,-1,357,499,Inflammatory and toxic neuropathy,356-359.99,,1,1,6,neurological
500,500,-1,358,500,Myoneural disorders,356-359.99,,1,0,6,neurological
501,501,500,358.1,501,Myasthenia gravis,356-359.99,,1,1,6,neurological
502,502,-1,359.1,502,Muscular dystrophies,356-359.99,Both,1,1,6,neurological
503,503,-1,359.2,503,Myopathy,356-359.99,Both,1,1,6,neurological
504,504,-1,360,504,Disorders of the globe,360-365.99,,1,0,7,sense organs
505,505,504,360.2,505,Progressive myopia,360-365.99,Both,1,1,7,sense organs
506,506,504,360.3,506,Hypotony of eye,360-365.99,Both,1,1,7,sense organs
507,507,-1,361,507,Retinal detachments and defects,360-365.99,,1,0,7,sense organs
508,508,507,361.1,508,Retinal detachment with retinal defect,360-365.99,Both,1,1,7,sense organs
509,509,507,361.2,509,Retinoschisis and retinal cysts,360-365.99,Both,1,1,7,sense organs
510,510,-1,362,510,Other retinal disorders,"250.70-250.79,360-365.99",,1,0,7,sense organs
511,511,510,362.1,511,Retinopathy of prematurity,"250.70-250.79,360-365.99",Both,1,1,7,sense organs
512,512,-1,362.29,512,Macular degeneration (senile) of retina NOS,"250.70-250.79,360-365.99",Both,1,1,7,sense organs
513,513,510,362.3,513,Other nondiabetic retinopathy,"250.70-250.79,360-365.99",Both,1,0,7,sense organs
514,514,513,362.31,514,Separation of retinal layers,"250.70-250.79,360-365.99",Both,1,1,7,sense organs
515,515,510,362.4,515,Retinal vascular changes and abnomalities,"250.70-250.79,360-365.99",Both,1,1,7,sense organs
516,516,510,362.6,516,Peripheral retinal degenerations,"250.70-250.79,360-365.99",Both,1,1,7,sense organs
517,517,510,362.7,517,Hereditary retinal dystrophies,"250.70-250.79,360-365.99",Both,1,1,7,sense organs
518,518,510,362.8,518,Retinal hemorrhage/ischemia,"250.70-250.79,360-365.99",Both,1,1,7,sense organs
519,519,-1,363,519,"Chorioretinal inflammations, scars, and other disorders of choroid",360-365.99,,1,0,7,sense organs
520,520,519,363.3,520,Chorioretinal scars,360-365.99,Both,1,1,7,sense organs
521,521,519,363.4,521,Choroidal degenerations,360-365.99,Both,1,1,7,sense organs
522,522,-1,364,522,Corneal opacity and other disorders of cornea,360-365.99,Both,1,0,7,sense organs
523,523,522,364.1,523,Corneal opacity,360-365.99,Both,0,1,7,sense organs
524,524,522,364.2,524,Corneal edema,360-365.99,Both,1,1,7,sense organs
525,525,522,364.4,525,Corneal degenerations,360-365.99,Both,1,0,7,sense organs
526,526,525,364.41,526,Keratoconus,360-365.99,Both,1,1,7,sense organs
527,527,522,364.5,527,Corneal dystrophy,360-365.99,Both,1,0,7,sense organs
528,528,522,364.9,528,Cornea replaced by transplant,360-365.99,Both,1,1,7,sense organs
529,529,-1,365,529,Glaucoma,360-365.99,,1,0,7,sense organs
530,530,-1,365.11,530,Primary open angle glaucoma,360-365.99,Both,1,1,7,sense organs
531,531,529,365.2,531,Primary angle-closure glaucoma,360-365.99,Both,1,1,7,sense organs
532,532,-1,366,532,Cataract,366-366.99,Both,1,0,7,sense organs
533,533,532,366.1,533,Nonsenile Cataract,366-366.99,Both,1,1,7,sense organs
534,534,532,366.2,534,Senile cataract,366-366.99,Both,1,1,7,sense organs
535,535,532,366.3,535,Traumatic cataract,366-366.99,Both,1,1,7,sense organs
536,536,-1,367,536,Disorders of refraction and accommodation; blindness and low vision,367-367.99,,1,0,7,sense organs
537,537,536,367.1,537,Myopia,367-367.99,Both,1,1,7,sense organs
538,538,536,367.2,538,Astigmatism,367-367.99,Both,1,1,7,sense organs
539,539,536,367.4,539,Presbyopia,367-367.99,Both,1,0,7,sense organs
540,540,536,367.8,540,Hypermetropia,367-367.99,Both,1,1,7,sense organs
541,541,536,367.9,541,Blindness and low vision,367-367.99,Both,1,1,7,sense organs
542,542,-1,368,542,Visual disturbances,368-368.99,,1,0,7,sense organs
543,543,542,368.1,543,Amblyopia,368-368.99,Both,1,1,7,sense organs
544,544,542,368.2,544,Diplopia and disorders of binocular vision,368-368.99,Both,1,1,7,sense organs
545,545,542,368.3,545,Anisometropia,368-368.99,Both,1,1,7,sense organs
546,546,542,368.4,546,Visual field defects,368-368.99,Both,0,1,7,sense organs
547,547,542,368.5,547,Color vision deficiencies,368-368.99,Both,0,1,7,sense organs
548,548,542,368.7,548,Disorders of accommodation,368-368.99,Both,1,1,7,sense organs
549,549,542,368.9,549,Subjective visual disturbances,368-368.99,Both,1,0,7,sense organs
550,550,-1,369,550,Infection of the eye,369-374.99,,1,0,7,sense organs
551,551,550,369.2,551,"Eye infection, viral",369-374.99,Both,1,1,7,sense organs
552,552,550,369.5,552,"Conjunctivitis, infectious",369-374.99,Both,1,1,7,sense organs
553,553,-1,370,553,Keratitis,369-374.99,Both,1,0,7,sense organs
554,554,553,370.1,554,Corneal ulcer,369-374.99,Both,1,1,7,sense organs
555,555,553,370.3,555,Keratoconjunctivitis,369-374.99,Both,1,0,7,sense organs
556,556,-1,371,556,Inflammation of the eye,369-374.99,,1,0,7,sense organs
557,557,556,371.1,557,"Uveitis, noninfectious or NOS",369-374.99,Both,1,1,7,sense organs
558,558,556,371.2,558,"Conjunctivitis, noninfectious",369-374.99,Both,1,0,7,sense organs
559,559,556,371.3,559,Inflammation of eyelids,369-374.99,Both,1,0,7,sense organs
560,560,559,371.33,560,Noninfectious dermatoses of eyelid,369-374.99,Both,1,1,7,sense organs
561,561,556,371.9,561,Chronic inflammatory disorders of orbit,369-374.99,Both,1,1,7,sense organs
562,562,-1,372,562,Disorders of conjunctiva,369-374.99,,1,1,7,sense organs
563,563,-1,374,563,Other disorders of eyelids,369-374.99,,1,0,7,sense organs
564,564,563,374.1,564,Ectropion or entropion,369-374.99,Both,1,1,7,sense organs
565,565,563,374.2,565,Lagophthalmos,369-374.99,Both,1,1,7,sense organs
566,566,563,374.3,566,Ptosis of eyelid,369-374.99,Both,1,1,7,sense organs
567,567,-1,375,567,Disorders of lacrimal system,375-379.99,,1,0,7,sense organs
568,568,567,375.2,568,Epiphora,375-379.99,Both,1,1,7,sense organs
569,569,-1,376,569,Disorders of the orbit,375-379.99,,1,1,7,sense organs
570,570,-1,377,570,Disorders of optic nerve and visual pathways,375-379.99,,1,0,7,sense organs
571,571,570,377.1,571,Optic atrophy,375-379.99,Both,1,1,7,sense organs
572,572,570,377.3,572,Optic neuritis/neuropathy,375-379.99,,1,1,7,sense organs
573,573,-1,378,573,Strabismus and other disorders of binocular eye movements,375-379.99,,1,0,7,sense organs
574,574,573,378.1,574,Strabismus (not specified as paralytic),375-379.99,Both,1,1,7,sense organs
575,575,573,378.2,575,Nystagmus and other irregular eye movements,375-379.99,Both,1,1,7,sense organs
576,576,573,378.5,576,Paralytic strabismus,375-379.99,Both,1,1,7,sense organs
577,577,-1,379,577,Other disorders of eye,375-379.99,Both,1,0,7,sense organs
578,578,577,379.1,578,Scleritis and episcleritis,375-379.99,Both,1,1,7,sense organs
579,579,577,379.2,579,Disorders of vitreous body,375-379.99,Both,1,1,7,sense organs
580,580,577,379.3,580,Aphakia and other disorders of lens,375-379.99,Both,1,1,7,sense organs
581,581,577,379.4,581,Anomalies of pupillary function,375-379.99,Both,1,1,7,sense organs
582,582,577,379.5,582,Disorders of iris and ciliary body,375-379.99,Both,1,0,7,sense organs
583,583,577,379.9,583,"Pain, swelling or discharge of eye",375-379.99,Both,0,1,7,sense organs
584,584,-1,380,584,Disorders of external ear,380-380.99,Both,1,1,7,sense organs
585,585,584,380.1,585,Otitis externa,380-380.99,Both,0,1,7,sense organs
586,586,584,380.4,586,Impacted cerumen,380-380.99,Both,0,1,7,sense organs
587,587,-1,381.1,587,Otitis media,381-385.99,Both,1,0,7,sense organs
588,588,587,381.11,588,Suppurative and unspecified otitis media,381-385.99,Both,1,1,7,sense organs
